"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr11"	86475961	86476461	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr13"	52319758	52320258	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr17"	76485594	76486094	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr2"	10993265	10993765	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr2"	174902447	174902947	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr22"	39466662	39467162	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr5"	16954630	16955130	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr5"	171537278	171537778	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr7"	11249509	11250009	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chrX"	151988902	151989402	501	"*"	2.72	3.61	-0.04	3.65	0.00637	0.0171
"chr7"	55072925	55073425	501	"*"	5.35	4.69	5.8	-1.11	0.00637	0.0171
"chrX"	117990422	117990922	501	"*"	6.46	6.03	6.79	-0.77	0.00637	0.0171
"chr19"	46850831	46851331	501	"*"	5.14	4.41	5.62	-1.21	0.00637	0.0171
"chr15"	76903072	76903572	501	"*"	5.26	5.73	4.56	1.18	0.00637	0.0171
"chr4"	39259504	39260004	501	"*"	3.51	1.91	4.25	-2.34	0.00638	0.0171
"chr13"	49313858	49314358	501	"*"	8.76	8.54	8.95	-0.41	0.00638	0.0171
"chr3"	59563013	59563513	501	"*"	6.33	5.89	6.66	-0.77	0.00638	0.0171
"chr18"	48455798	48456298	501	"*"	5.16	5.64	4.45	1.19	0.00638	0.0171
"chr11"	112241487	112241987	501	"*"	5.35	4.66	5.82	-1.16	0.00638	0.0171
"chr11"	29243559	29244059	501	"*"	5.46	5.92	4.79	1.13	0.00638	0.0171
"chr6"	105184726	105185226	501	"*"	5.07	4.26	5.58	-1.32	0.00638	0.0171
"chr10"	129323776	129324276	501	"*"	4.1	2.92	4.74	-1.83	0.00638	0.0171
"chr13"	22047336	22047836	501	"*"	4.1	2.92	4.74	-1.83	0.00638	0.0171
"chr7"	41855764	41856264	501	"*"	3.31	1.5	4.08	-2.58	0.00638	0.0171
"chr21"	27570550	27571050	501	"*"	8.21	7.95	8.43	-0.48	0.00639	0.0171
"chr21"	37845979	37846479	501	"*"	2.87	0.49	3.72	-3.23	0.00639	0.0171
"chr4"	72525807	72526307	501	"*"	3.05	0.92	3.88	-2.96	0.00639	0.0171
"chr5"	76679183	76679683	501	"*"	6.69	7.01	6.3	0.71	0.00639	0.0171
"chr9"	136587055	136587555	501	"*"	4.31	3.23	4.92	-1.69	0.00639	0.0171
"chr20"	23755041	23755541	501	"*"	3.97	2.6	4.66	-2.07	0.00639	0.0171
"chr5"	150116966	150117466	501	"*"	3.65	4.37	2.14	2.23	0.0064	0.0171
"chr6"	110537093	110537593	501	"*"	6.45	6.03	6.77	-0.74	0.0064	0.0172
"chr3"	45055260	45055760	501	"*"	7.49	7.19	7.73	-0.54	0.0064	0.0172
"chr9"	117672374	117672874	501	"*"	5.85	5.3	6.24	-0.94	0.00641	0.0172
"chr5"	76787169	76787669	501	"*"	6.12	6.49	5.63	0.86	0.00641	0.0172
"chr2"	167140651	167141151	501	"*"	7.55	7.24	7.81	-0.57	0.00641	0.0172
"chr7"	2821790	2822290	501	"*"	6.75	6.35	7.06	-0.71	0.00641	0.0172
"chr2"	179538375	179538875	501	"*"	5.23	4.52	5.71	-1.19	0.00641	0.0172
"chr6"	52261215	52261715	501	"*"	5.12	4.4	5.6	-1.2	0.00641	0.0172
"chr5"	125685313	125686171	859	"*"	4.5	5.1	3.44	1.66	0.00641	0.0172
"chrX"	24145751	24146251	501	"*"	6.29	5.84	6.63	-0.79	0.00641	0.0172
"chr13"	42049328	42049828	501	"*"	4.19	4.81	3.05	1.76	0.00641	0.0172
"chr5"	78514764	78515264	501	"*"	4.09	4.74	2.88	1.86	0.00642	0.0172
"chr10"	129088093	129088593	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chr17"	50446327	50446827	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chr5"	178486770	178487270	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chr6"	46923480	46923980	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chr7"	135962773	135963273	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chrX"	39830303	39830803	501	"*"	2.72	3.61	-0.04	3.65	0.00642	0.0172
"chr10"	4763911	4764411	501	"*"	6.87	6.5	7.16	-0.66	0.00642	0.0172
"chr10"	3860956	3861456	501	"*"	4.97	5.49	4.15	1.35	0.00642	0.0172
"chr12"	26361179	26361679	501	"*"	2.86	0.5	3.71	-3.21	0.00642	0.0172
"chr9"	137685545	137686045	501	"*"	5.68	5.08	6.1	-1.02	0.00642	0.0172
"chr10"	31242887	31243387	501	"*"	7.69	7.41	7.92	-0.51	0.00642	0.0172
"chr4"	7134612	7135112	501	"*"	5.04	4.3	5.53	-1.23	0.00642	0.0172
"chr3"	129664976	129665476	501	"*"	5.46	4.84	5.89	-1.05	0.00642	0.0172
"chr5"	149132393	149132893	501	"*"	4.54	5.12	3.56	1.56	0.00642	0.0172
"chr8"	33090527	33091027	501	"*"	2.87	0.5	3.72	-3.22	0.00643	0.0172
"chr9"	88745817	88746317	501	"*"	6.93	6.58	7.22	-0.63	0.00643	0.0172
"chr6"	113997042	113997542	501	"*"	5.9	5.37	6.28	-0.92	0.00644	0.0172
"chr3"	170502215	170502715	501	"*"	4.68	5.23	3.77	1.46	0.00644	0.0172
"chr11"	79237549	79238049	501	"*"	6.36	5.93	6.69	-0.76	0.00644	0.0172
"chr17"	13477068	13477568	501	"*"	4.94	4.07	5.47	-1.4	0.00644	0.0172
"chr6"	11614083	11614583	501	"*"	6.82	7.13	6.43	0.7	0.00644	0.0172
"chr14"	71693342	71693842	501	"*"	3.88	4.56	2.55	2	0.00644	0.0172
"chr7"	114875217	114875717	501	"*"	5.09	4.37	5.57	-1.2	0.00644	0.0172
"chr12"	88922910	88923410	501	"*"	5	4.24	5.5	-1.27	0.00644	0.0172
"chr5"	131377834	131378334	501	"*"	4.46	5.04	3.48	1.56	0.00644	0.0172
"chr7"	79691975	79692475	501	"*"	3.77	4.49	2.27	2.22	0.00645	0.0173
"chr17"	67212646	67213146	501	"*"	4.34	3.3	4.94	-1.64	0.00645	0.0173
"chr2"	71645996	71646496	501	"*"	4.09	4.74	2.88	1.86	0.00645	0.0173
"chr20"	14712300	14712800	501	"*"	7.09	6.75	7.36	-0.62	0.00645	0.0173
"chr6"	5190469	5190969	501	"*"	5.87	5.33	6.26	-0.93	0.00645	0.0173
"chr4"	183074556	183075056	501	"*"	3.59	2.08	4.32	-2.24	0.00646	0.0173
"chr17"	2212560	2213060	501	"*"	5.01	4.23	5.52	-1.29	0.00646	0.0173
"chr2"	64781965	64782465	501	"*"	3.76	2.37	4.45	-2.08	0.00646	0.0173
"chr6"	112744514	112745014	501	"*"	5.08	4.34	5.57	-1.23	0.00646	0.0173
"chr3"	172268887	172269387	501	"*"	3.53	4.27	1.96	2.31	0.00646	0.0173
"chr21"	38261794	38262294	501	"*"	5.97	5.45	6.36	-0.91	0.00647	0.0173
"chr16"	86499167	86499667	501	"*"	5.23	4.46	5.73	-1.27	0.00647	0.0173
"chr6"	130167605	130168105	501	"*"	4.67	5.23	3.76	1.47	0.00647	0.0173
"chr2"	118089436	118089936	501	"*"	3.87	4.55	2.55	2	0.00647	0.0173
"chr8"	18820834	18821334	501	"*"	3.99	2.72	4.65	-1.94	0.00647	0.0173
"chr10"	79127171	79127671	501	"*"	4.56	5.14	3.59	1.55	0.00647	0.0173
"chr18"	23805863	23806363	501	"*"	5.14	5.61	4.42	1.19	0.00647	0.0173
"chr20"	660410	660910	501	"*"	4.52	5.1	3.53	1.57	0.00647	0.0173
"chr2"	191219298	191219798	501	"*"	3.2	1.24	4	-2.75	0.00647	0.0173
"chr13"	35857646	35858146	501	"*"	2.72	3.61	-0.04	3.65	0.00647	0.0173
"chr2"	171346292	171346792	501	"*"	2.72	3.61	-0.04	3.65	0.00647	0.0173
"chr3"	57923166	57923666	501	"*"	2.72	3.61	-0.04	3.65	0.00647	0.0173
"chr8"	41324170	41324670	501	"*"	2.72	3.61	-0.04	3.65	0.00647	0.0173
"chrX"	110120669	110121169	501	"*"	2.72	3.61	-0.04	3.65	0.00647	0.0173
"chr17"	27572552	27573052	501	"*"	4.25	3.15	4.87	-1.72	0.00647	0.0173
"chr2"	138060055	138060555	501	"*"	5.27	4.58	5.74	-1.16	0.00648	0.0173
"chr1"	40059403	40059903	501	"*"	4.59	5.16	3.66	1.5	0.00648	0.0173
"chr1"	60033056	60033556	501	"*"	4.71	5.25	3.83	1.43	0.00648	0.0173
"chr11"	104094516	104095016	501	"*"	2.86	0.49	3.71	-3.22	0.00648	0.0173
"chr8"	61760043	61760543	501	"*"	5.02	4.27	5.52	-1.25	0.00648	0.0173
"chr10"	103638090	103638590	501	"*"	6.06	5.55	6.44	-0.88	0.00648	0.0173
"chr22"	37675065	37676028	964	"*"	5.65	5.06	6.07	-1.02	0.00648	0.0173
"chr2"	173550080	173550580	501	"*"	6.27	5.8	6.62	-0.82	0.00649	0.0173
"chr11"	17353186	17353686	501	"*"	6.55	6.15	6.87	-0.72	0.00649	0.0173
"chr6"	161092232	161092732	501	"*"	6.06	5.55	6.43	-0.88	0.00649	0.0173
"chr17"	61356601	61357101	501	"*"	5.76	5.19	6.16	-0.97	0.00649	0.0174
"chr11"	115613950	115614450	501	"*"	6.09	5.61	6.45	-0.84	0.00649	0.0174
"chr1"	78223326	78223826	501	"*"	4.47	5.06	3.47	1.59	0.00649	0.0174
"chr20"	41456317	41456817	501	"*"	5.37	4.72	5.81	-1.1	0.00649	0.0174
"chr14"	84409369	84409869	501	"*"	3.38	4.15	1.57	2.58	0.00649	0.0174
"chr6"	141764254	141764754	501	"*"	3.6	2.08	4.32	-2.25	0.00649	0.0174
"chr7"	13069756	13070256	501	"*"	5.14	5.62	4.42	1.21	0.00649	0.0174
"chr1"	210346984	210347484	501	"*"	2.87	0.49	3.72	-3.23	0.0065	0.0174
"chr18"	23135138	23135638	501	"*"	2.87	0.49	3.72	-3.23	0.0065	0.0174
"chr4"	123599658	123600158	501	"*"	5.26	5.73	4.57	1.16	0.0065	0.0174
"chr13"	92150284	92150784	501	"*"	4.73	3.81	5.29	-1.48	0.0065	0.0174
"chr7"	15752228	15752728	501	"*"	3.97	4.64	2.68	1.96	0.0065	0.0174
"chr13"	41064662	41065162	501	"*"	7.57	7.81	7.27	0.54	0.0065	0.0174
"chr2"	235467548	235468048	501	"*"	4.63	3.71	5.19	-1.48	0.0065	0.0174
"chr2"	85770281	85770781	501	"*"	4.03	4.72	2.69	2.03	0.0065	0.0174
"chr6"	13488058	13488558	501	"*"	4.14	3	4.77	-1.77	0.00651	0.0174
"chr7"	32115723	32116223	501	"*"	4.42	3.43	5.01	-1.57	0.00651	0.0174
"chr12"	59738028	59738528	501	"*"	5.1	4.31	5.61	-1.3	0.00651	0.0174
"chr22"	24146023	24146523	501	"*"	5.44	5.88	4.82	1.06	0.00651	0.0174
"chr5"	15740344	15740844	501	"*"	5.49	4.86	5.92	-1.05	0.00651	0.0174
"chr7"	22597791	22598291	501	"*"	5.14	4.43	5.62	-1.19	0.00652	0.0174
"chr11"	13261554	13262054	501	"*"	7.57	7.28	7.81	-0.54	0.00652	0.0174
"chr11"	122157153	122157653	501	"*"	4.42	3.43	5	-1.57	0.00652	0.0174
"chr12"	91926767	91927267	501	"*"	6.39	5.91	6.75	-0.84	0.00652	0.0174
"chr2"	106989633	106990133	501	"*"	2.86	0.5	3.71	-3.21	0.00652	0.0174
"chr6"	21900639	21901139	501	"*"	4.89	4.08	5.4	-1.32	0.00653	0.0174
"chr12"	76922179	76922679	501	"*"	4.29	4.91	3.19	1.71	0.00653	0.0174
"chr10"	44703233	44703733	501	"*"	7.35	7.04	7.6	-0.56	0.00653	0.0174
"chr4"	16024029	16024529	501	"*"	2.92	3.77	0.56	3.22	0.00653	0.0174
"chr2"	37588042	37588542	501	"*"	3.75	4.49	2.16	2.33	0.00653	0.0174
"chr2"	188810487	188810987	501	"*"	5.1	4.37	5.59	-1.22	0.00653	0.0174
"chr11"	35511602	35512102	501	"*"	7.2	6.88	7.47	-0.58	0.00653	0.0174
"chr3"	190005404	190005904	501	"*"	4.46	5.04	3.48	1.56	0.00653	0.0175
"chrX"	39705230	39705730	501	"*"	4.28	4.89	3.2	1.68	0.00654	0.0175
"chr3"	5017768	5018268	501	"*"	4.83	3.99	5.35	-1.36	0.00654	0.0175
"chr5"	136087901	136088401	501	"*"	6	5.49	6.37	-0.88	0.00654	0.0175
"chr4"	138439085	138439585	501	"*"	4.42	3.44	5.01	-1.57	0.00654	0.0175
"chr15"	41435410	41435910	501	"*"	4.14	3	4.77	-1.77	0.00654	0.0175
"chr8"	125379665	125380165	501	"*"	4.05	2.82	4.7	-1.89	0.00654	0.0175
"chr6"	87660143	87660643	501	"*"	5.26	4.58	5.71	-1.13	0.00654	0.0175
"chr3"	162688101	162688601	501	"*"	3.83	4.53	2.44	2.09	0.00654	0.0175
"chr2"	226524389	226524889	501	"*"	7.5	7.75	7.2	0.55	0.00654	0.0175
"chr1"	84379097	84379597	501	"*"	6.03	5.53	6.41	-0.88	0.00654	0.0175
"chr2"	189254058	189254558	501	"*"	5.57	4.97	5.99	-1.02	0.00655	0.0175
"chr2"	73113352	73113852	501	"*"	4.69	3.82	5.23	-1.41	0.00655	0.0175
"chr14"	31927231	31927731	501	"*"	6.35	5.91	6.69	-0.78	0.00655	0.0175
"chr10"	79329520	79330020	501	"*"	2.73	3.62	-0.04	3.65	0.00655	0.0175
"chr12"	90653014	90653514	501	"*"	2.73	3.62	-0.04	3.65	0.00655	0.0175
"chr2"	20461256	20461756	501	"*"	2.73	3.62	-0.04	3.65	0.00655	0.0175
"chr20"	50403811	50404311	501	"*"	2.73	3.62	-0.04	3.65	0.00655	0.0175
"chr2"	37821475	37821975	501	"*"	5.58	4.95	6.02	-1.07	0.00655	0.0175
"chr1"	94633045	94633545	501	"*"	6.28	6.64	5.8	0.83	0.00656	0.0175
"chr1"	225691700	225692200	501	"*"	4.66	5.22	3.73	1.49	0.00656	0.0175
"chr3"	117184536	117185036	501	"*"	5.39	4.75	5.83	-1.09	0.00656	0.0175
"chr22"	35535987	35536487	501	"*"	6.33	5.89	6.67	-0.78	0.00656	0.0175
"chr11"	102599506	102600006	501	"*"	6.55	6.15	6.87	-0.72	0.00656	0.0175
"chr7"	30799479	30799979	501	"*"	7.05	6.7	7.33	-0.63	0.00656	0.0175
"chr13"	113187328	113187828	501	"*"	7.15	6.83	7.42	-0.59	0.00657	0.0175
"chr9"	68396942	68397442	501	"*"	5.41	4.76	5.86	-1.09	0.00657	0.0175
"chr17"	9265887	9266387	501	"*"	4.47	3.5	5.05	-1.55	0.00658	0.0175
"chr3"	105730897	105731397	501	"*"	2.91	3.76	0.53	3.23	0.00658	0.0175
"chr8"	11889674	11890174	501	"*"	3.47	4.23	1.74	2.49	0.00658	0.0176
"chr6"	130946092	130946592	501	"*"	6.49	6.07	6.82	-0.75	0.00658	0.0176
"chr1"	78172143	78172643	501	"*"	4.35	3.22	4.98	-1.76	0.00658	0.0176
"chr2"	107412765	107413265	501	"*"	6.88	6.52	7.18	-0.66	0.00658	0.0176
"chr13"	93603033	93603533	501	"*"	6.34	5.9	6.67	-0.77	0.00659	0.0176
"chr9"	99378438	99378938	501	"*"	6.1	6.47	5.61	0.86	0.00659	0.0176
"chr4"	182189474	182189974	501	"*"	6.29	5.84	6.63	-0.79	0.00659	0.0176
"chr15"	38828051	38828551	501	"*"	5.86	5.32	6.26	-0.93	0.00659	0.0176
"chr4"	145545759	145546259	501	"*"	6.61	6.21	6.92	-0.71	0.0066	0.0176
"chr5"	177455452	177455952	501	"*"	4.26	3.16	4.87	-1.72	0.0066	0.0176
"chr10"	114992088	114992588	501	"*"	3.51	1.92	4.25	-2.34	0.0066	0.0176
"chr10"	61272779	61273279	501	"*"	3.5	4.26	1.8	2.47	0.0066	0.0176
"chr4"	108961417	108961917	501	"*"	2.76	3.66	-0.04	3.7	0.0066	0.0176
"chr12"	81503167	81503667	501	"*"	4.39	3.37	4.98	-1.62	0.0066	0.0176
"chr18"	9818010	9818510	501	"*"	3.68	2.23	4.39	-2.16	0.0066	0.0176
"chr8"	59596082	59596582	501	"*"	4.47	3.5	5.04	-1.55	0.0066	0.0176
"chr5"	109693713	109694213	501	"*"	4.19	3.08	4.82	-1.73	0.00661	0.0176
"chr7"	28442518	28443018	501	"*"	5.36	4.72	5.81	-1.09	0.00661	0.0176
"chr13"	42594636	42595136	501	"*"	3.81	4.5	2.42	2.08	0.00661	0.0176
"chr16"	55662507	55663007	501	"*"	4.39	3.37	4.98	-1.62	0.00661	0.0176
"chr8"	26478606	26479106	501	"*"	4.68	5.23	3.78	1.45	0.00661	0.0176
"chr13"	36889695	36890195	501	"*"	5.55	4.88	6	-1.12	0.00661	0.0176
"chr1"	16012912	16013412	501	"*"	5.96	5.45	6.34	-0.9	0.00662	0.0176
"chrX"	87409337	87409837	501	"*"	5.65	6.06	5.06	1	0.00662	0.0176
"chr3"	174244011	174244511	501	"*"	3.75	4.46	2.29	2.17	0.00662	0.0176
"chr9"	73050255	73050755	501	"*"	5.62	6.05	5	1.05	0.00662	0.0176
"chr13"	83024881	83025381	501	"*"	3.24	4.04	1.31	2.73	0.00662	0.0176
"chrX"	14356323	14356823	501	"*"	3.69	4.43	2.1	2.33	0.00662	0.0176
"chr3"	125055923	125056423	501	"*"	6.2	5.73	6.56	-0.83	0.00662	0.0176
"chr10"	102646211	102646711	501	"*"	7.35	7.03	7.6	-0.57	0.00663	0.0177
"chr12"	118063478	118063978	501	"*"	4.62	3.72	5.17	-1.46	0.00663	0.0177
"chr19"	40615088	40615588	501	"*"	6.31	5.86	6.65	-0.79	0.00663	0.0177
"chr9"	107635287	107635787	501	"*"	3.84	2.5	4.52	-2.02	0.00663	0.0177
"chr11"	75626219	75626719	501	"*"	3.86	2.35	4.58	-2.23	0.00663	0.0177
"chr7"	101717587	101718087	501	"*"	5.37	4.69	5.83	-1.14	0.00663	0.0177
"chr13"	31045722	31046222	501	"*"	5.46	5.9	4.84	1.06	0.00663	0.0177
"chr22"	24141583	24142083	501	"*"	5.03	5.53	4.25	1.27	0.00663	0.0177
"chr14"	67490144	67490644	501	"*"	3.47	4.23	1.74	2.49	0.00663	0.0177
"chr9"	69097014	69097514	501	"*"	3.47	4.23	1.74	2.49	0.00663	0.0177
"chr4"	7904171	7904671	501	"*"	6.29	5.84	6.63	-0.79	0.00663	0.0177
"chr3"	169237166	169237666	501	"*"	4.66	3.77	5.21	-1.44	0.00664	0.0177
"chr6"	89297879	89298379	501	"*"	6.89	6.53	7.18	-0.64	0.00664	0.0177
"chr22"	26550534	26551034	501	"*"	5.35	4.69	5.8	-1.11	0.00664	0.0177
"chr1"	43019213	43019713	501	"*"	2.72	3.61	-0.04	3.65	0.00664	0.0177
"chr18"	56522798	56523298	501	"*"	2.72	3.61	-0.04	3.65	0.00664	0.0177
"chr3"	21781273	21781773	501	"*"	4.29	3.23	4.89	-1.66	0.00664	0.0177
"chr8"	9652515	9653015	501	"*"	4.93	4.16	5.44	-1.28	0.00664	0.0177
"chr9"	114202760	114203260	501	"*"	3.92	4.61	2.52	2.09	0.00665	0.0177
"chr5"	159189366	159189866	501	"*"	5.32	4.67	5.77	-1.1	0.00665	0.0177
"chr19"	5637881	5638381	501	"*"	5.2	4.49	5.67	-1.18	0.00665	0.0177
"chr13"	97535610	97536110	501	"*"	4.53	3.48	5.13	-1.65	0.00665	0.0177
"chr14"	101073154	101073654	501	"*"	4.91	4.12	5.42	-1.31	0.00665	0.0177
"chr2"	55603360	55603860	501	"*"	3.68	4.4	2.15	2.25	0.00665	0.0177
"chr11"	130916217	130916717	501	"*"	4.08	2.81	4.74	-1.94	0.00665	0.0177
"chr5"	150492575	150493075	501	"*"	3.97	2.6	4.66	-2.06	0.00665	0.0177
"chr5"	43769872	43770372	501	"*"	6.76	6.34	7.08	-0.74	0.00666	0.0177
"chr14"	29472999	29473499	501	"*"	3.51	1.91	4.25	-2.35	0.00666	0.0177
"chr1"	215905746	215906246	501	"*"	4.51	3.49	5.1	-1.61	0.00666	0.0177
"chr8"	26333932	26334432	501	"*"	4.53	5.37	2.31	3.06	0.00666	0.0177
"chr12"	68610342	68610842	501	"*"	4.07	2.82	4.73	-1.91	0.00666	0.0177
"chr4"	11297132	11297632	501	"*"	4.39	3.37	4.98	-1.62	0.00666	0.0177
"chr12"	72327230	72327730	501	"*"	4.43	5.04	3.37	1.67	0.00666	0.0177
"chr10"	6273997	6274497	501	"*"	2.91	3.76	0.56	3.2	0.00666	0.0177
"chr15"	83718552	83719052	501	"*"	6.1	5.6	6.47	-0.87	0.00666	0.0177
"chr3"	99984068	99984568	501	"*"	4.04	2.82	4.7	-1.88	0.00666	0.0177
"chr13"	90485430	90485930	501	"*"	5.57	6	4.95	1.05	0.00666	0.0177
"chr2"	215577252	215577752	501	"*"	4.36	3.31	4.96	-1.65	0.00666	0.0177
"chr1"	8712568	8713068	501	"*"	7.52	7.23	7.76	-0.54	0.00666	0.0177
"chr6"	157763326	157763826	501	"*"	4.35	3.31	4.95	-1.65	0.00666	0.0177
"chr21"	25381996	25382496	501	"*"	4.56	3.61	5.12	-1.52	0.00667	0.0177
"chr5"	8647046	8647546	501	"*"	5.26	4.58	5.72	-1.14	0.00667	0.0177
"chr7"	40543316	40543816	501	"*"	3.95	4.61	2.66	1.96	0.00667	0.0178
"chr12"	45410819	45411319	501	"*"	3.78	2.36	4.48	-2.12	0.00667	0.0178
"chr4"	125049710	125050210	501	"*"	5.56	5.98	4.96	1.02	0.00667	0.0178
"chr9"	120942059	120942559	501	"*"	6.33	6.69	5.85	0.85	0.00667	0.0178
"chr16"	11201865	11202365	501	"*"	5.25	4.53	5.73	-1.2	0.00668	0.0178
"chr3"	147654799	147655299	501	"*"	5.26	5.72	4.58	1.14	0.00668	0.0178
"chr1"	102919574	102920074	501	"*"	4.86	4.04	5.38	-1.35	0.00668	0.0178
"chr1"	164699896	164700396	501	"*"	3.34	4.12	1.52	2.6	0.00668	0.0178
"chr6"	79671457	79671957	501	"*"	3.34	4.12	1.52	2.6	0.00668	0.0178
"chr2"	160442462	160442962	501	"*"	3.53	4.27	1.95	2.32	0.00668	0.0178
"chr8"	116828829	116829329	501	"*"	3.04	3.86	0.96	2.9	0.00668	0.0178
"chr2"	202911973	202912473	501	"*"	3.68	2.24	4.39	-2.15	0.00669	0.0178
"chr18"	63237823	63238323	501	"*"	6.38	5.94	6.72	-0.78	0.00669	0.0178
"chr6"	1461131	1461631	501	"*"	5.62	5.04	6.03	-0.99	0.00669	0.0178
"chr12"	19201532	19202032	501	"*"	4.66	3.77	5.2	-1.44	0.00669	0.0178
"chr8"	125986736	125987236	501	"*"	4.14	2.99	4.77	-1.77	0.00669	0.0178
"chr4"	113971643	113972143	501	"*"	5.36	4.72	5.81	-1.09	0.00669	0.0178
"chr12"	42090769	42091269	501	"*"	4.97	4.16	5.49	-1.33	0.00669	0.0178
"chr19"	45424246	45424746	501	"*"	7.08	7.35	6.75	0.6	0.00669	0.0178
"chr18"	36568502	36569002	501	"*"	4.75	3.91	5.28	-1.37	0.0067	0.0178
"chr17"	42364134	42364634	501	"*"	4.82	3.96	5.35	-1.39	0.0067	0.0178
"chr9"	94950803	94951303	501	"*"	5.65	5.08	6.06	-0.98	0.0067	0.0178
"chr2"	144078077	144078577	501	"*"	4.79	5.32	3.95	1.37	0.0067	0.0178
"chr16"	70588500	70589000	501	"*"	5.28	6.05	3.52	2.53	0.0067	0.0178
"chr12"	100799782	100800282	501	"*"	5.43	4.79	5.87	-1.08	0.0067	0.0178
"chrX"	49079669	49080169	501	"*"	3.69	2.23	4.39	-2.16	0.00671	0.0178
"chr7"	83880275	83880775	501	"*"	5.97	5.45	6.35	-0.9	0.00671	0.0178
"chr14"	52391788	52392288	501	"*"	5.93	5.4	6.31	-0.91	0.00671	0.0178
"chr6"	15768221	15768721	501	"*"	3.34	1.51	4.12	-2.61	0.00671	0.0178
"chr3"	4426327	4426827	501	"*"	6.57	6.17	6.88	-0.71	0.00671	0.0179
"chr3"	117471823	117472323	501	"*"	4.13	4.77	2.97	1.8	0.00672	0.0179
"chr1"	241419021	241419521	501	"*"	4.07	2.82	4.73	-1.91	0.00672	0.0179
"chr7"	101124631	101125131	501	"*"	5.94	5.43	6.32	-0.89	0.00672	0.0179
"chr1"	169546128	169546628	501	"*"	4.49	5.08	3.5	1.58	0.00672	0.0179
"chr12"	124775690	124776190	501	"*"	6.2	5.73	6.55	-0.83	0.00673	0.0179
"chr6"	124958699	124959199	501	"*"	6.01	5.51	6.39	-0.88	0.00673	0.0179
"chr1"	84344192	84344692	501	"*"	5.21	4.53	5.67	-1.15	0.00673	0.0179
"chr16"	11627968	11628468	501	"*"	5.21	4.53	5.67	-1.15	0.00673	0.0179
"chr20"	48841737	48842237	501	"*"	6.05	6.42	5.56	0.86	0.00673	0.0179
"chr5"	143093870	143094370	501	"*"	5.12	4.4	5.59	-1.19	0.00673	0.0179
"chr1"	155991288	155991788	501	"*"	4.42	5	3.42	1.58	0.00673	0.0179
"chr1"	14522365	14522865	501	"*"	6.67	6.97	6.27	0.7	0.00673	0.0179
"chr19"	13091291	13091791	501	"*"	4.83	3.99	5.36	-1.36	0.00673	0.0179
"chr6"	41712814	41713314	501	"*"	4.5	3.56	5.07	-1.52	0.00674	0.0179
"chr9"	132300039	132300539	501	"*"	4.93	4.16	5.43	-1.28	0.00674	0.0179
"chr4"	86092651	86093151	501	"*"	4.48	3.49	5.06	-1.57	0.00674	0.0179
"chr1"	75765632	75766132	501	"*"	5.09	4.34	5.58	-1.24	0.00674	0.0179
"chr3"	45043732	45044232	501	"*"	4.1	2.9	4.74	-1.84	0.00674	0.0179
"chr11"	37747100	37747600	501	"*"	4.61	3.67	5.18	-1.51	0.00675	0.0179
"chr17"	58631465	58631965	501	"*"	7.11	6.78	7.38	-0.6	0.00675	0.0179
"chr7"	91054220	91054720	501	"*"	3.96	4.64	2.64	2	0.00675	0.0179
"chr20"	18388738	18389238	501	"*"	4.13	4.76	2.96	1.8	0.00675	0.0179
"chr2"	206765370	206765870	501	"*"	4.23	3.08	4.86	-1.77	0.00675	0.0179
"chr3"	93470281	93470781	501	"*"	13.19	13.26	13.11	0.15	0.00675	0.0179
"chr13"	41263547	41264047	501	"*"	4.2	3.08	4.82	-1.75	0.00675	0.0179
"chr11"	95832630	95833130	501	"*"	5.21	4.53	5.68	-1.15	0.00675	0.0179
"chr2"	160376059	160376559	501	"*"	6.12	6.48	5.63	0.85	0.00675	0.0179
"chr2"	33240108	33240608	501	"*"	7	7.29	6.63	0.66	0.00675	0.0179
"chr10"	88707673	88708173	501	"*"	4.98	4.19	5.48	-1.29	0.00675	0.0179
"chr6"	110398852	110399352	501	"*"	3.31	4.08	1.55	2.54	0.00675	0.0179
"chr19"	6250125	6250625	501	"*"	4.39	3.37	4.98	-1.62	0.00675	0.0179
"chr4"	131774351	131774851	501	"*"	6.12	5.64	6.48	-0.84	0.00676	0.018
"chr8"	92587379	92587879	501	"*"	4.08	2.91	4.72	-1.81	0.00676	0.018
"chr9"	94936312	94936812	501	"*"	7.16	6.84	7.43	-0.59	0.00676	0.018
