"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr13"	23758655	23759155	501	"*"	3.42	4.32	0.48	3.84	0.000555	0.0168
"chr11"	65931109	65931609	501	"*"	3.23	-0.37	4.17	-4.54	0.000556	0.0168
"chr19"	3655654	3656154	501	"*"	4.16	2.57	4.9	-2.33	0.000556	0.0168
"chr6"	16277532	16278032	501	"*"	3.73	4.58	1.43	3.15	0.000557	0.0168
"chr2"	28300722	28301222	501	"*"	4.38	5.11	2.82	2.29	0.000559	0.0168
"chr17"	8620241	8620741	501	"*"	3.73	1.55	4.56	-3.02	0.000561	0.0169
"chr2"	223979487	223979987	501	"*"	3.81	1.82	4.61	-2.8	0.000563	0.0169
"chr2"	128316147	128316647	501	"*"	4.15	4.91	2.48	2.43	0.000563	0.0169
"chr9"	76271728	76272228	501	"*"	3.36	4.29	-0.16	4.45	0.000563	0.0169
"chr1"	240232637	240233137	501	"*"	4.49	3.16	5.16	-2.01	0.000565	0.0169
"chr6"	35596505	35597005	501	"*"	3.35	4.29	-0.16	4.44	0.000565	0.0169
"chr2"	189337701	189338201	501	"*"	4.5	5.17	3.18	1.99	0.000566	0.0169
"chr12"	32106626	32107126	501	"*"	7.6	7.22	7.9	-0.68	0.000566	0.0169
"chr1"	173477134	173477634	501	"*"	6.92	7.29	6.43	0.86	0.000567	0.0169
"chr20"	45339074	45339574	501	"*"	4.25	2.78	4.97	-2.19	0.000567	0.0169
"chr15"	80814606	80815106	501	"*"	3.28	-0.37	4.22	-4.59	0.000568	0.0169
"chrX"	110081975	110082475	501	"*"	3.69	4.55	1.31	3.23	0.000569	0.0169
"chr2"	54207744	54208244	501	"*"	3.34	4.28	-0.16	4.43	0.00057	0.0169
"chr8"	122318734	122319234	501	"*"	4.58	3.34	5.24	-1.9	0.000572	0.0169
"chr3"	106013901	106014401	501	"*"	4.52	3.24	5.19	-1.95	0.000573	0.017
"chr11"	122189156	122189656	501	"*"	5.95	5.29	6.4	-1.11	0.000576	0.017
"chr22"	26703376	26703876	501	"*"	3.77	4.59	1.67	2.91	0.000588	0.0174
"chr1"	205298356	205298856	501	"*"	4.4	3.03	5.09	-2.07	0.000589	0.0174
"chr10"	90960351	90960851	501	"*"	4.01	4.81	2.1	2.7	0.000592	0.0174
"chr11"	122105075	122105575	501	"*"	4.2	2.65	4.93	-2.29	0.000593	0.0174
"chr10"	126421602	126422102	501	"*"	4.23	2.65	4.97	-2.32	0.000594	0.0175
"chr14"	96122418	96122918	501	"*"	3.3	0.27	4.21	-3.94	6e-04	0.0176
"chr3"	177723951	177724451	501	"*"	3.82	4.63	1.8	2.83	0.000603	0.0177
"chr6"	14216872	14217372	501	"*"	3.2	-0.37	4.14	-4.51	0.000613	0.018
"chr6"	35569133	35569633	501	"*"	3.33	4.26	-0.16	4.42	0.000613	0.018
"chr8"	29249875	29250375	501	"*"	3.73	4.57	1.53	3.03	0.000614	0.018
"chr17"	48050442	48050942	501	"*"	4.08	4.83	2.4	2.43	0.000617	0.018
"chr3"	101861985	101862485	501	"*"	5.25	4.33	5.81	-1.48	0.00062	0.0181
"chr1"	77832993	77833493	501	"*"	5.28	5.83	4.38	1.45	0.000626	0.0182
"chr15"	80811449	80811949	501	"*"	3.22	-0.37	4.16	-4.54	0.000627	0.0182
"chr16"	22240311	22240811	501	"*"	3.88	4.67	2	2.68	0.000628	0.0183
"chr16"	55483370	55483870	501	"*"	3.55	1.1	4.41	-3.3	0.00063	0.0183
"chr22"	41563137	41563637	501	"*"	4.32	2.9	5.02	-2.12	0.000633	0.0184
"chr3"	157913275	157913775	501	"*"	4.4	5.09	3.03	2.06	0.000636	0.0184
"chr3"	30493852	30494352	501	"*"	5.18	5.75	4.21	1.54	0.000636	0.0184
"chr17"	16281240	16281740	501	"*"	4.46	3.07	5.15	-2.08	0.000636	0.0184
"chr16"	66045544	66046044	501	"*"	3.78	4.6	1.72	2.88	0.000638	0.0184
"chr1"	207868872	207869372	501	"*"	5.02	5.61	4	1.61	0.000638	0.0184
"chr5"	141974117	141974617	501	"*"	4.32	5.04	2.78	2.26	0.000639	0.0184
"chr11"	115622910	115623410	501	"*"	4.15	2.59	4.88	-2.29	0.00064	0.0184
"chr2"	69200022	69200522	501	"*"	3.49	4.37	0.84	3.52	0.000641	0.0185
"chr6"	89145879	89146379	501	"*"	5.6	6.1	4.83	1.27	0.000643	0.0185
"chr6"	35662989	35663489	501	"*"	3.59	4.44	1.2	3.24	0.000646	0.0185
"chr10"	102642840	102643340	501	"*"	7.15	6.74	7.48	-0.74	0.000657	0.0188
"chr17"	64601633	64602133	501	"*"	4.13	2.57	4.86	-2.3	0.000658	0.0189
"chr1"	116382656	116383156	501	"*"	3.31	4.25	-0.16	4.4	0.000659	0.0189
"chr6"	11429023	11429523	501	"*"	4.5	5.17	3.2	1.97	0.000664	0.019
"chr22"	20141673	20142173	501	"*"	4.02	4.78	2.29	2.49	0.000666	0.019
"chr15"	99558454	99558954	501	"*"	3.47	4.36	0.76	3.6	0.000667	0.019
"chr6"	19841262	19841762	501	"*"	4.86	3.73	5.48	-1.76	0.000671	0.0191
"chr19"	43656889	43657389	501	"*"	3.19	-0.37	4.13	-4.5	0.000673	0.0191
"chr20"	41004221	41004721	501	"*"	3.81	4.62	1.76	2.86	0.000674	0.0191
"chr7"	100483525	100484025	501	"*"	5.7	6.21	4.91	1.31	0.000677	0.0192
"chr11"	35165653	35166153	501	"*"	4.61	3.35	5.27	-1.92	0.000678	0.0192
"chr5"	163462992	163463492	501	"*"	3.3	4.23	-0.16	4.39	0.000683	0.0194
"chr5"	76736808	76737308	501	"*"	4.12	4.86	2.51	2.35	0.000688	0.0194
"chr17"	80071059	80071559	501	"*"	4.15	4.91	2.45	2.45	0.000688	0.0194
"chr1"	198118117	198118617	501	"*"	4.49	3.13	5.17	-2.04	0.000689	0.0195
"chr17"	49146794	49147294	501	"*"	4.38	3	5.07	-2.07	0.000692	0.0195
"chr5"	31122930	31123430	501	"*"	4.6	3.37	5.25	-1.89	0.000696	0.0196
"chr1"	99858865	99859365	501	"*"	3.49	4.37	0.92	3.44	0.000698	0.0196
"chr10"	124728367	124728867	501	"*"	3.29	4.23	-0.16	4.38	0.000701	0.0197
"chr17"	64614918	64615418	501	"*"	4.53	3.21	5.2	-1.99	0.000701	0.0197
"chr15"	34239209	34239709	501	"*"	3.83	1.88	4.63	-2.74	0.000701	0.0197
"chr10"	102776814	102777314	501	"*"	5.65	6.15	4.88	1.27	0.000704	0.0197
"chrX"	154046292	154046792	501	"*"	3.37	4.28	0.37	3.91	0.000704	0.0197
"chr10"	47062676	47063176	501	"*"	4.47	3.19	5.14	-1.95	0.000704	0.0197
"chr9"	13942652	13943152	501	"*"	4.44	3.12	5.12	-2	0.000715	0.02
"chr3"	188947857	188948357	501	"*"	4.35	5.05	2.92	2.13	0.000717	0.02
"chr16"	22206078	22206578	501	"*"	6.61	6.99	6.08	0.91	0.000719	0.02
"chr11"	122165597	122166097	501	"*"	4.08	2.32	4.85	-2.53	0.000719	0.02
"chr19"	13795461	13795961	501	"*"	6.15	5.52	6.59	-1.07	0.00072	0.02
"chr1"	162568614	162569114	501	"*"	4.35	3	5.04	-2.04	0.000721	0.02
"chr6"	133749476	133749976	501	"*"	3.29	4.22	-0.16	4.38	0.000723	0.02
"chr16"	80992925	80993425	501	"*"	3.7	1.55	4.53	-2.98	0.000723	0.02
"chr6"	132512791	132513291	501	"*"	6.93	7.27	6.47	0.8	0.000724	0.02
"chr1"	203528844	203529344	501	"*"	3.29	4.23	-0.16	4.38	0.000725	0.0201
"chr7"	101114449	101114949	501	"*"	3.43	0.92	4.3	-3.38	0.000725	0.0201
"chr19"	8363946	8364446	501	"*"	7.89	8.17	7.54	0.63	0.000729	0.0201
"chr5"	141513253	141513753	501	"*"	6	5.34	6.45	-1.11	0.000731	0.0202
"chr12"	114319243	114319743	501	"*"	4.34	2.85	5.06	-2.21	0.000732	0.0202
"chr5"	149135490	149135990	501	"*"	4.5	5.17	3.21	1.96	0.000733	0.0202
"chr5"	132480917	132481417	501	"*"	5.01	3.99	5.6	-1.61	0.000736	0.0203
"chr1"	108590833	108591333	501	"*"	4.39	3.04	5.07	-2.03	0.000739	0.0203
"chr16"	53135356	53135856	501	"*"	4.08	4.83	2.43	2.4	0.00074	0.0203
"chr3"	24494711	24495211	501	"*"	6.55	6.94	6.02	0.92	0.000741	0.0203
"chr3"	160563931	160564431	501	"*"	3.68	1.59	4.49	-2.91	0.000742	0.0203
"chr12"	55836298	55836798	501	"*"	4.07	4.82	2.43	2.39	0.000742	0.0203
"chr19"	18204880	18205380	501	"*"	6.39	5.85	6.78	-0.93	0.000743	0.0203
"chr7"	158727835	158728335	501	"*"	3.3	4.23	-0.16	4.39	0.000745	0.0203
"chr10"	30803913	30804413	501	"*"	5.23	5.79	4.32	1.46	0.00075	0.0205
"chr1"	12477822	12478322	501	"*"	4.22	4.94	2.74	2.2	0.000753	0.0205
"chr7"	82542604	82543104	501	"*"	3.65	1.41	4.49	-3.07	0.000755	0.0206
"chr5"	149134291	149134791	501	"*"	4.51	5.18	3.21	1.97	0.000762	0.0207
"chr9"	68506206	68506706	501	"*"	3.69	1.67	4.51	-2.84	0.000764	0.0207
"chr1"	218811372	218811872	501	"*"	3.28	4.21	-0.16	4.37	0.000764	0.0207
"chr3"	54901218	54901718	501	"*"	3.28	4.21	-0.16	4.37	0.000764	0.0207
"chr19"	44758204	44758704	501	"*"	4.67	3.5	5.31	-1.81	0.000766	0.0207
"chr5"	16935949	16936449	501	"*"	7.26	6.85	7.58	-0.73	0.000766	0.0207
"chr2"	225100748	225101248	501	"*"	5.05	4.07	5.63	-1.56	0.000769	0.0208
"chr2"	157855569	157856069	501	"*"	4.79	3.73	5.4	-1.68	0.00077	0.0208
"chr17"	35607169	35607669	501	"*"	3.28	4.21	-0.16	4.36	0.000779	0.021
"chr13"	41621946	41622446	501	"*"	4	4.79	2.14	2.65	0.000779	0.021
"chr12"	50934355	50934855	501	"*"	3.28	4.21	-0.16	4.36	0.00078	0.021
"chr17"	64525699	64526199	501	"*"	3.81	1.89	4.6	-2.72	0.000781	0.021
"chr8"	133190829	133191329	501	"*"	5.88	6.33	5.21	1.13	0.000782	0.021
"chr20"	23622892	23623392	501	"*"	4.71	5.39	3.37	2.02	0.000784	0.0211
"chr17"	21304121	21304621	501	"*"	3.9	2.04	4.69	-2.65	0.000787	0.0211
"chr15"	76163374	76163874	501	"*"	3.99	4.75	2.29	2.47	0.000789	0.0211
"chr1"	145859448	145859948	501	"*"	7.17	7.5	6.74	0.76	0.000796	0.0213
"chr2"	190923875	190924375	501	"*"	4.59	3.4	5.23	-1.83	0.000797	0.0213
"chr13"	101596622	101597122	501	"*"	3.27	4.2	-0.16	4.36	0.000797	0.0213
"chr19"	40740842	40741342	501	"*"	5.11	5.7	4.11	1.59	0.000807	0.0215
"chr3"	149621031	149621531	501	"*"	3.99	2.32	4.74	-2.43	0.000807	0.0215
"chr7"	80896978	80897478	501	"*"	3.37	0.71	4.25	-3.55	0.000809	0.0215
"chr9"	21520222	21520722	501	"*"	4.26	2.83	4.96	-2.13	0.00081	0.0216
"chr19"	13861912	13862412	501	"*"	5.95	5.32	6.39	-1.07	0.000812	0.0216
"chr1"	61050212	61050712	501	"*"	5.23	5.81	4.26	1.56	0.000813	0.0216
"chr3"	23959329	23959829	501	"*"	4.44	5.13	3.1	2.03	0.000824	0.0218
"chr12"	43306041	43306541	501	"*"	4.28	2.85	4.99	-2.14	0.000825	0.0218
"chr22"	45518494	45518994	501	"*"	3.43	4.32	0.76	3.56	0.000827	0.0219
"chr7"	131110972	131111472	501	"*"	3.89	2.04	4.68	-2.64	0.000828	0.0219
"chr10"	74074632	74075132	501	"*"	4.51	5.17	3.24	1.93	0.000829	0.0219
"chr3"	30518198	30518698	501	"*"	3.8	4.62	1.71	2.91	0.000831	0.0219
"chr22"	32745098	32745598	501	"*"	4.6	3.17	5.3	-2.13	0.000832	0.0219
"chr12"	27176732	27177232	501	"*"	4.74	3.66	5.35	-1.69	0.000834	0.0219
"chr14"	96214474	96214974	501	"*"	3.16	-0.37	4.1	-4.47	0.000835	0.022
"chr19"	45475062	45475562	501	"*"	3.15	-0.37	4.08	-4.45	0.00084	0.0221
"chr1"	172928353	172928853	501	"*"	4.29	2.85	4.99	-2.14	0.000843	0.0221
"chr16"	53052637	53053137	501	"*"	4.37	5.08	2.92	2.16	0.000845	0.0221
"chr10"	79132821	79133321	501	"*"	3.57	1.32	4.42	-3.1	0.000845	0.0221
"chr15"	98852235	98852735	501	"*"	4.85	5.46	3.78	1.67	0.000847	0.0222
"chr17"	64679747	64680247	501	"*"	5.99	5.33	6.44	-1.12	0.000853	0.0223
"chr14"	54396802	54397302	501	"*"	4.46	3.19	5.12	-1.94	0.000857	0.0224
"chr3"	105538728	105539228	501	"*"	3.28	4.21	-0.16	4.36	0.000858	0.0224
"chr13"	51006372	51006872	501	"*"	3.27	4.2	-0.16	4.36	0.000859	0.0224
"chr1"	116386805	116387305	501	"*"	3.37	4.27	0.48	3.78	0.000859	0.0224
"chr1"	91725758	91726258	501	"*"	4.51	5.18	3.24	1.94	0.000862	0.0224
"chr1"	11736152	11736652	501	"*"	6.72	7.08	6.24	0.83	0.000866	0.0225
"chr6"	158057311	158057811	501	"*"	4.99	4	5.57	-1.58	0.000866	0.0225
"chr21"	36429931	36430431	501	"*"	5.95	5.29	6.4	-1.11	0.000876	0.0227
"chr11"	64869458	64869958	501	"*"	4.87	3.86	5.46	-1.6	0.000877	0.0227
"chr5"	98314144	98314644	501	"*"	5.08	4.15	5.63	-1.48	0.000878	0.0227
"chr13"	109274210	109274710	501	"*"	4.59	5.23	3.39	1.84	0.000878	0.0227
"chr20"	31710988	31711488	501	"*"	4.02	4.77	2.35	2.42	0.000879	0.0227
"chr19"	42932121	42932621	501	"*"	3.32	0.55	4.21	-3.66	0.000881	0.0227
"chr10"	77164886	77165386	501	"*"	3.91	2.19	4.67	-2.48	0.000887	0.0229
"chr2"	128379084	128379584	501	"*"	5.04	5.88	2.71	3.17	0.000889	0.0229
"chr2"	96554381	96554881	501	"*"	3.26	0.27	4.17	-3.9	0.000889	0.0229
"chr4"	7857229	7857729	501	"*"	5.48	4.72	5.98	-1.26	0.000892	0.0229
"chr2"	215843461	215843961	501	"*"	5.17	5.72	4.28	1.44	0.000895	0.023
"chr11"	8810385	8810885	501	"*"	6.78	7.13	6.3	0.83	0.000904	0.0232
"chr20"	58160260	58160760	501	"*"	3.98	4.78	2.03	2.75	0.000906	0.0232
"chr2"	120107940	120108440	501	"*"	3.34	4.23	0.48	3.75	0.000907	0.0232
"chr6"	158762264	158762764	501	"*"	3.24	4.17	-0.16	4.33	0.000909	0.0233
"chr1"	94739756	94740256	501	"*"	5.35	5.89	4.49	1.39	0.00091	0.0233
"chr7"	47610006	47610506	501	"*"	3.85	2.01	4.63	-2.61	0.000913	0.0233
"chr3"	55487358	55487858	501	"*"	6.17	6.6	5.54	1.06	0.000913	0.0233
"chr17"	74994439	74994939	501	"*"	4.06	4.83	2.31	2.51	0.000916	0.0234
"chr6"	108592928	108593428	501	"*"	4.48	5.14	3.23	1.91	0.000918	0.0234
"chr15"	68268289	68268789	501	"*"	3.69	4.5	1.63	2.88	0.000918	0.0234
"chr17"	8156214	8156714	501	"*"	5.89	6.35	5.2	1.14	0.00092	0.0234
"chr11"	122148409	122148909	501	"*"	3.84	2.01	4.62	-2.61	0.000921	0.0234
"chr9"	120928884	120929384	501	"*"	6.05	6.5	5.39	1.11	0.000921	0.0234
"chr6"	82408910	82409410	501	"*"	3.33	0.71	4.21	-3.51	0.000925	0.0234
"chr2"	225842955	225843455	501	"*"	4.34	5.06	2.85	2.22	0.000926	0.0235
"chr17"	77124492	77124992	501	"*"	3.7	4.52	1.53	2.99	0.000929	0.0235
"chr1"	214281015	214281515	501	"*"	5.98	6.44	5.29	1.15	0.00093	0.0235
"chr19"	14137011	14137511	501	"*"	5.71	5	6.19	-1.19	0.000932	0.0235
"chr6"	82013457	82013957	501	"*"	3.24	4.17	-0.16	4.32	0.000933	0.0235
"chr9"	4084445	4084945	501	"*"	4.16	4.93	2.4	2.53	0.000934	0.0235
"chr17"	44006653	44007153	501	"*"	6	6.43	5.37	1.06	0.000934	0.0235
"chr11"	121936285	121936785	501	"*"	3.2	0.16	4.11	-3.95	0.000937	0.0236
"chr1"	202578084	202578584	501	"*"	4.61	3.39	5.26	-1.87	0.000939	0.0236
"chr5"	121365997	121366951	955	"*"	4.44	5.13	3.09	2.05	0.000947	0.0237
"chr1"	180194887	180195387	501	"*"	3.12	-0.37	4.06	-4.43	0.000947	0.0237
"chr2"	229410329	229410829	501	"*"	3.71	4.55	1.53	3.02	0.000949	0.0238
"chr6"	111589441	111589941	501	"*"	6.22	6.66	5.6	1.06	0.00095	0.0238
"chr15"	71691892	71692392	501	"*"	4.78	5.41	3.61	1.8	0.000952	0.0238
"chr7"	85489473	85489973	501	"*"	4.89	3.87	5.48	-1.61	0.000957	0.0239
"chr15"	60419833	60420333	501	"*"	3.72	4.56	1.53	3.03	0.000962	0.024
"chr21"	14889057	14889557	501	"*"	3.23	4.16	-0.16	4.32	0.000963	0.024
"chr12"	122072499	122072999	501	"*"	4.7	5.34	3.51	1.84	0.000969	0.0241
"chr17"	39197379	39197879	501	"*"	6.81	7.18	6.31	0.87	0.000969	0.0241
"chr7"	116524895	116525395	501	"*"	7.29	7.6	6.88	0.72	0.00097	0.0241
"chr6"	158060880	158061380	501	"*"	4.19	2.74	4.89	-2.15	0.000971	0.0241
"chr22"	41288346	41288846	501	"*"	4.47	3.24	5.13	-1.89	0.000981	0.0243
"chr12"	9064627	9065127	501	"*"	6.09	6.51	5.5	1.01	0.000982	0.0243
"chr11"	57567505	57568005	501	"*"	5.97	6.42	5.31	1.11	0.000987	0.0244
"chr5"	169583552	169584052	501	"*"	6.81	6.36	7.16	-0.8	0.000988	0.0245
"chr2"	20539931	20540431	501	"*"	3.22	4.15	-0.16	4.31	0.001	0.0247
"chr15"	80816651	80817151	501	"*"	3.76	1.74	4.57	-2.83	0.001	0.0248
"chr10"	102603977	102604477	501	"*"	4.98	4.01	5.56	-1.55	0.00101	0.0248
"chr13"	21033428	21033928	501	"*"	3.96	4.72	2.26	2.46	0.00101	0.0248
"chr2"	39523643	39524143	501	"*"	4.48	5.13	3.24	1.89	0.00101	0.0249
"chr10"	43160498	43160998	501	"*"	4.71	3.64	5.32	-1.69	0.00101	0.0249
"chr4"	121783403	121783903	501	"*"	4.16	4.91	2.53	2.37	0.00101	0.0249
"chr4"	173425286	173425786	501	"*"	4.37	5.06	2.98	2.09	0.00102	0.025
"chr11"	28860770	28861270	501	"*"	3.22	4.15	-0.16	4.31	0.00102	0.025
"chr11"	819362	819862	501	"*"	7.28	7.61	6.85	0.76	0.00102	0.0251
"chr2"	208254897	208255397	501	"*"	6.12	6.55	5.49	1.06	0.00103	0.0251
"chr2"	9111898	9112398	501	"*"	3.84	2.1	4.61	-2.51	0.00103	0.0253
"chr15"	89783822	89784322	501	"*"	5.04	5.64	4	1.64	0.00103	0.0253
"chr10"	47166742	47167242	501	"*"	5.25	4.36	5.79	-1.43	0.00104	0.0253
"chr17"	80028865	80029365	501	"*"	4.26	4.96	2.86	2.09	0.00104	0.0254
"chr1"	100627191	100627691	501	"*"	4.13	2.52	4.87	-2.34	0.00104	0.0254
"chr12"	108852603	108853103	501	"*"	4.6	3.42	5.24	-1.81	0.00104	0.0254
"chr15"	80803141	80803641	501	"*"	3.11	-0.37	4.04	-4.41	0.00105	0.0254
"chr15"	80812492	80812992	501	"*"	3.39	0.85	4.26	-3.41	0.00105	0.0255
"chr2"	54559796	54560296	501	"*"	5.72	6.2	4.98	1.23	0.00105	0.0256
"chr1"	3531114	3531614	501	"*"	6.93	6.5	7.27	-0.77	0.00105	0.0256
"chr10"	78255990	78256490	501	"*"	4.56	3.33	5.22	-1.89	0.00106	0.0256
"chr11"	58578197	58578697	501	"*"	6.52	5.95	6.93	-0.97	0.00106	0.0257
"chr20"	50033534	50034034	501	"*"	5.17	4.3	5.71	-1.4	0.00106	0.0257
"chr3"	177977762	177978262	501	"*"	4.81	3.74	5.42	-1.69	0.00106	0.0257
"chr1"	85228882	85229382	501	"*"	3.21	4.14	-0.16	4.29	0.00106	0.0257
"chr15"	72203124	72203624	501	"*"	4.08	2.57	4.81	-2.24	0.00107	0.0259
"chr11"	27649089	27649589	501	"*"	3.65	1.5	4.48	-2.98	0.00107	0.0259
"chr17"	8605707	8606207	501	"*"	3.29	0.55	4.17	-3.63	0.00108	0.0259
"chr1"	8396824	8397324	501	"*"	5.25	5.78	4.39	1.39	0.00108	0.0259
"chr3"	120487259	120487759	501	"*"	3.55	4.39	1.26	3.13	0.00108	0.0259
"chr5"	34571238	34571738	501	"*"	5.02	4.1	5.58	-1.48	0.00108	0.0259
"chr20"	31544257	31544757	501	"*"	4.46	3.2	5.13	-1.93	0.00108	0.0259
"chr14"	91963513	91964013	501	"*"	3.49	4.35	1.06	3.29	0.00108	0.026
"chr20"	56414902	56415402	501	"*"	4.9	3.87	5.49	-1.63	0.00109	0.0261
"chr9"	86983486	86983986	501	"*"	4.58	5.23	3.36	1.87	0.00109	0.0261
"chr12"	51389326	51389826	501	"*"	3.96	2.08	4.75	-2.67	0.00109	0.0261
"chr7"	87345490	87345990	501	"*"	6.38	6.78	5.83	0.95	0.00109	0.0261
"chr9"	128203919	128204419	501	"*"	4.42	3.17	5.08	-1.91	0.0011	0.0262
"chr20"	10504829	10505329	501	"*"	3.29	4.19	0.37	3.81	0.0011	0.0262
"chr13"	51524677	51525177	501	"*"	3.94	2.32	4.68	-2.37	0.0011	0.0262
"chr1"	61082426	61082926	501	"*"	3.96	4.72	2.23	2.49	0.0011	0.0262
"chr7"	135731871	135732371	501	"*"	3.61	4.46	1.31	3.14	0.0011	0.0262
"chr9"	716002	716502	501	"*"	4.57	5.23	3.31	1.93	0.00111	0.0263
"chr17"	8544458	8544958	501	"*"	3.11	-0.37	4.04	-4.41	0.00111	0.0263
"chr2"	41598219	41598719	501	"*"	3.5	4.35	1.2	3.15	0.00111	0.0263
"chr10"	45000855	45001355	501	"*"	6.7	7.06	6.23	0.83	0.00112	0.0264
"chr1"	156697815	156698315	501	"*"	3.12	-0.37	4.06	-4.43	0.00112	0.0265
"chr3"	15795852	15796352	501	"*"	3.39	4.27	0.76	3.51	0.00112	0.0265
"chr20"	51752300	51752800	501	"*"	4.67	3.55	5.29	-1.74	0.00112	0.0265
"chr7"	27117913	27118413	501	"*"	4.53	3.35	5.17	-1.82	0.00112	0.0265
"chr1"	186680174	186680674	501	"*"	6.09	5.49	6.51	-1.02	0.00112	0.0265
"chr3"	24521526	24522026	501	"*"	6.21	6.62	5.64	0.98	0.00113	0.0266
"chrX"	129843575	129844075	501	"*"	5.74	6.21	5.05	1.16	0.00113	0.0266
"chr11"	122045182	122045682	501	"*"	5.46	4.7	5.96	-1.26	0.00113	0.0266
"chr14"	74511548	74512048	501	"*"	4.32	2.93	5.01	-2.07	0.00113	0.0266
"chr18"	11947348	11947848	501	"*"	5.79	6.26	5.1	1.16	0.00113	0.0266
"chr2"	216648906	216649406	501	"*"	3.96	4.71	2.32	2.39	0.00114	0.0267
"chr10"	69318649	69319149	501	"*"	6.97	7.3	6.54	0.75	0.00114	0.0268
"chr8"	66064161	66064661	501	"*"	3.58	1.32	4.42	-3.1	0.00115	0.0268
"chr14"	50396598	50397098	501	"*"	6.3	6.7	5.74	0.96	0.00115	0.0269
"chr12"	50187204	50187704	501	"*"	4.1	2.57	4.82	-2.26	0.00115	0.0269
"chr17"	64599278	64599778	501	"*"	3.64	1.67	4.45	-2.78	0.00115	0.0269
"chr5"	41193784	41194284	501	"*"	3.75	4.55	1.8	2.74	0.00115	0.0269
"chr4"	119216109	119216609	501	"*"	3.23	4.16	-0.16	4.31	0.00115	0.0269
"chr15"	51094694	51095194	501	"*"	5.75	6.22	5.05	1.17	0.00115	0.0269
"chr16"	72291478	72291978	501	"*"	5.25	5.79	4.37	1.43	0.00115	0.0269
"chrX"	13101749	13102249	501	"*"	3.68	4.5	1.53	2.97	0.00116	0.0269
"chr9"	35161813	35162313	501	"*"	6.43	6.82	5.9	0.92	0.00116	0.0269
"chr1"	173489822	173490322	501	"*"	5.1	5.66	4.18	1.48	0.00116	0.0269
"chr11"	63999965	64000465	501	"*"	3.86	2.04	4.63	-2.59	0.00116	0.0269
"chr17"	8624092	8624592	501	"*"	3.76	1.95	4.54	-2.59	0.00116	0.0269
"chr19"	55207076	55207576	501	"*"	4.29	2.93	4.98	-2.04	0.00116	0.0269
"chr9"	21683736	21684236	501	"*"	4.27	2.93	4.95	-2.02	0.00118	0.0273
"chr2"	120771360	120771860	501	"*"	4.62	3.34	5.28	-1.94	0.00118	0.0273
"chr8"	118746135	118746635	501	"*"	4.21	2.82	4.91	-2.09	0.0012	0.0277
"chr2"	195363567	195364067	501	"*"	4.79	5.39	3.73	1.66	0.0012	0.0277
"chr20"	43849787	43850287	501	"*"	3.48	4.34	1.06	3.27	0.0012	0.0277
"chr11"	69351980	69352480	501	"*"	3.59	1.32	4.44	-3.12	0.0012	0.0277
"chr15"	48493548	48494048	501	"*"	5.56	6.05	4.82	1.23	0.0012	0.0277
"chr6"	34248140	34248640	501	"*"	6.04	5.42	6.47	-1.04	0.0012	0.0277
"chr2"	36597812	36598312	501	"*"	6.92	7.27	6.46	0.81	0.00121	0.0277
"chr1"	116397217	116397717	501	"*"	3.29	4.18	0.48	3.7	0.00121	0.0278
"chr15"	36778361	36778861	501	"*"	5.56	4.83	6.04	-1.21	0.00122	0.028
"chr1"	108719775	108720275	501	"*"	3.61	1.63	4.42	-2.79	0.00122	0.028
"chr8"	118944904	118945404	501	"*"	3.06	-0.37	4	-4.37	0.00123	0.0281
"chr4"	80287673	80288622	950	"*"	4.9	3.88	5.49	-1.61	0.00123	0.0281
"chr8"	58833688	58834188	501	"*"	4.69	5.33	3.51	1.83	0.00123	0.0281
"chr3"	70000394	70000894	501	"*"	4.73	5.34	3.66	1.68	0.00123	0.0281
"chr14"	61152879	61153379	501	"*"	3.9	4.66	2.2	2.46	0.00123	0.0281
"chr10"	73874236	73874736	501	"*"	5.5	5.99	4.75	1.24	0.00124	0.0282
"chr2"	19538614	19539114	501	"*"	3.96	4.73	2.19	2.53	0.00125	0.0285
"chr4"	122901851	122902351	501	"*"	3.68	1.71	4.49	-2.78	0.00125	0.0285
"chr18"	10041044	10041544	501	"*"	3.41	4.27	0.92	3.35	0.00126	0.0285
"chr4"	52659123	52659623	501	"*"	7.35	7.64	6.98	0.66	0.00126	0.0285
"chr12"	46904893	46905393	501	"*"	4.67	5.29	3.53	1.76	0.00126	0.0285
"chr1"	202144454	202144954	501	"*"	6.73	7.08	6.27	0.81	0.00126	0.0286
"chr14"	61927165	61927665	501	"*"	4.17	2.73	4.87	-2.15	0.00126	0.0286
"chr19"	2281951	2282451	501	"*"	4.14	4.86	2.67	2.18	0.00126	0.0286
"chr10"	124354762	124355262	501	"*"	3.61	1.55	4.42	-2.87	0.00126	0.0286
"chr17"	77424394	77424894	501	"*"	3.41	1.04	4.26	-3.22	0.00127	0.0287
"chr20"	49513340	49513840	501	"*"	3.67	1.71	4.47	-2.77	0.00127	0.0288
"chr2"	200408141	200408641	501	"*"	4.64	3.49	5.28	-1.79	0.00128	0.0288
"chr15"	67125471	67125971	501	"*"	6.19	5.61	6.6	-0.99	0.00128	0.0288
"chr3"	155079661	155080161	501	"*"	4.21	4.91	2.76	2.15	0.00129	0.029
