"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr1"	116397218	116397717	500	"*"	501	"*"	3.29	4.18	0.48	3.7	0.00121	0.0278	"Intron (uc001ege.5/476, intron 14 of 22)"	1	116373260	116404774	31515	1	"476"	"uc001ege.5"	23958	"ENSG00000163399"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"chr15"	36778362	36778861	500	"*"	501	"*"	5.56	4.83	6.04	-1.21	0.00122	0.028	"Intron (uc059hjw.1/uc059hjw.1, intron 10 of 10)"	15	36579844	36810244	230401	1	"84529"	"uc001zje.5"	198518	"ENSG00000186073"	"C15orf41"	"chromosome 15 open reading frame 41"
"chr1"	108719776	108720275	500	"*"	501	"*"	3.61	1.63	4.42	-2.79	0.00122	0.028	"Intron (uc001dvx.4/163479, intron 4 of 12)"	1	108712657	108742740	30084	1	"163479"	"uc001dvx.4"	7119	"ENSG00000143107"	"FNDC7"	"fibronectin type III domain containing 7"
"chr8"	118944905	118945404	500	"*"	501	"*"	3.06	-0.37	4	-4.37	0.00123	0.0281	"Intron (uc003yon.5/4982, intron 1 of 4)"	8	118923557	118952200	28644	2	"4982"	"uc003yon.5"	6796	"ENSG00000164761"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"chr4"	80287674	80288622	949	"*"	950	"*"	4.9	3.88	5.49	-1.61	0.00123	0.0281	"3' UTR"	4	80266599	80290194	23596	1	"2250"	"uc003hmd.4"	21075	"ENSG00000138675"	"FGF5"	"fibroblast growth factor 5"
"chr8"	58833689	58834188	500	"*"	501	"*"	4.69	5.33	3.51	1.83	0.00123	0.0281	"Intron (uc003xtw.1/9760, intron 5 of 8)"	8	58805418	59119208	313791	2	"9760"	"uc003xtw.1"	285020	"ENSG00000198846"	"TOX"	"thymocyte selection associated high mobility group box"
"chr3"	70000395	70000894	500	"*"	501	"*"	4.73	5.34	3.66	1.68	0.00123	0.0281	"Promoter (<=1kb)"	3	69999577	70013867	14291	1	"101927152"	"uc062lli.1"	818	"ENSG00000240405"	"SAMMSON"	"survival associated mitochondrial melanoma specific oncogenic non-coding RNA"
"chr14"	61152880	61153379	500	"*"	501	"*"	3.9	4.66	2.2	2.46	0.00123	0.0281	"Distal Intergenic"	14	61187559	61530584	343026	1	"5583"	"uc059cfd.1"	-34180	"ENSG00000027075"	"PRKCH"	"protein kinase C eta"
"chr10"	73874237	73874736	500	"*"	501	"*"	5.5	5.99	4.75	1.24	0.00124	0.0282	"Promoter (<=1kb)"	10	73812501	73874519	62019	2	"818"	"uc001jvr.3"	0	"ENSG00000148660"	"CAMK2G"	"calcium/calmodulin dependent protein kinase II gamma"
"chr2"	19538615	19539114	500	"*"	501	"*"	3.96	4.73	2.19	2.53	0.00125	0.0285	"Distal Intergenic"	2	19351485	19358653	7169	2	"130497"	"uc002rdc.4"	-179962	"ENSG00000143867"	"OSR1"	"odd-skipped related transciption factor 1"
"chr4"	122901852	122902351	500	"*"	501	"*"	3.68	1.71	4.49	-2.78	0.00125	0.0285	"Intron (uc062zkm.1/11162, intron 3 of 4)"	4	122892575	122922582	30008	2	"11162"	"uc062zkm.1"	20231	"ENSG00000170917"	"NUDT6"	"nudix hydrolase 6"
"chr18"	10041045	10041544	500	"*"	501	"*"	3.41	4.27	0.92	3.35	0.00126	0.0285	"Distal Intergenic"	18	9936727	9954477	17751	1	"9218"	"uc060nij.1"	104318	"ENSG00000101558"	"VAPA"	"VAMP associated protein A"
"chr4"	52659124	52659623	500	"*"	501	"*"	7.35	7.64	6.98	0.66	0.00126	0.0285	"Promoter (<=1kb)"	4	52659406	52661668	2263	1	"643783"	"uc062wov.1"	0	"ENSG00000248866"	"USP46-AS1"	"USP46 antisense RNA 1"
"chr12"	46904894	46905393	500	"*"	501	"*"	4.67	5.29	3.53	1.76	0.00126	0.0285	"Distal Intergenic"	12	46779949	46832408	52460	2	"55089"	"uc058mzt.1"	-72486	"ENSG00000139209"	"SLC38A4"	"solute carrier family 38 member 4"
"chr1"	202144455	202144954	500	"*"	501	"*"	6.73	7.08	6.27	0.81	0.00126	0.0286	"Promoter (<=1kb)"	1	202133404	202144741	11338	2	"127829"	"uc001gxk.3"	0	"ENSG00000143862"	"ARL8A"	"ADP ribosylation factor like GTPase 8A"
"chr14"	61927166	61927665	500	"*"	501	"*"	4.17	2.73	4.87	-2.15	0.00126	0.0286	"Intron (uc059cgt.1/uc059cgt.1, intron 1 of 1)"	14	61995823	62112550	116728	1	"83851"	"uc001xfu.2"	-68158	"ENSG00000139973"	"SYT16"	"synaptotagmin 16"
"chr19"	2281952	2282451	500	"*"	501	"*"	4.14	4.86	2.67	2.18	0.00126	0.0286	"Promoter (<=1kb)"	19	2274622	2282176	7555	2	"374872"	"uc002lvn.3"	0	"ENSG00000188305"	"PEAK3"	"PEAK family member 3"
"chr10"	124354763	124355262	500	"*"	501	"*"	3.61	1.55	4.42	-2.87	0.00126	0.0286	"Distal Intergenic"	10	124398021	124403336	5316	2	"4942"	"uc057wph.1"	48074	"ENSG00000065154"	"OAT"	"ornithine aminotransferase"
"chr17"	77424395	77424894	500	"*"	501	"*"	3.41	1.04	4.26	-3.22	0.00127	0.0287	"Intron (uc002jts.5/10801, intron 3 of 11)"	17	77281410	77500592	219183	1	"10801"	"uc002jts.5"	142985	"ENSG00000184640"	"SEPT9"	"septin 9"
"chr20"	49513341	49513840	500	"*"	501	"*"	3.67	1.71	4.47	-2.77	0.00127	0.0288	"Intron (uc002xut.4/5740, intron 7 of 9)"	20	49503874	49568146	64273	2	"5740"	"uc002xut.4"	54306	"ENSG00000124212"	"PTGIS"	"prostaglandin I2 synthase"
"chr2"	200408142	200408641	500	"*"	501	"*"	4.64	3.49	5.28	-1.79	0.00128	0.0288	"Intron (uc061rdv.1/26010, intron 2 of 4)"	2	200305881	200419333	113453	1	"26010"	"uc061rdv.1"	102261	"ENSG00000196141"	"SPATS2L"	"spermatogenesis associated serine rich 2 like"
"chr15"	67125472	67125971	500	"*"	501	"*"	6.19	5.61	6.6	-0.99	0.00128	0.0288	"Promoter (<=1kb)"	15	67125716	67190762	65047	1	"4088"	"uc010ujr.3"	0	"ENSG00000166949"	"SMAD3"	"SMAD family member 3"
"chr3"	155079662	155080161	500	"*"	501	"*"	4.21	4.91	2.76	2.15	0.00129	0.029	"Promoter (<=1kb)"	3	155079856	155118791	38936	1	"4311"	"uc062peq.1"	0	"ENSG00000196549"	"MME"	"membrane metalloendopeptidase"
"chr8"	123538946	123539445	500	"*"	501	"*"	4.37	5.04	3.1	1.94	0.00129	0.029	"Promoter (1-2kb)"	8	123497889	123541206	43318	2	"114907"	"uc003yqr.4"	1761	"ENSG00000156804"	"FBXO32"	"F-box protein 32"
"chr14"	88856788	88857287	500	"*"	501	"*"	4.28	2.95	4.95	-2	0.00129	0.0291	"3' UTR"	14	88824153	88877995	53843	1	"123016"	"uc001xxi.5"	32635	"ENSG00000165533"	"TTC8"	"tetratricopeptide repeat domain 8"
"chr2"	169808261	169808760	500	"*"	501	"*"	4.49	5.13	3.29	1.84	0.00131	0.0294	"Promoter (<=1kb)"	2	169808477	169810602	2126	1	"6741"	"uc061pjc.1"	0	"ENSG00000138385"	"SSB"	"Sjogren syndrome antigen B"
"chr8"	123540958	123541457	500	"*"	501	"*"	6.43	6.84	5.86	0.97	0.00131	0.0294	"Promoter (<=1kb)"	8	123497889	123541206	43318	2	"114907"	"uc003yqr.4"	0	"ENSG00000156804"	"FBXO32"	"F-box protein 32"
"chr11"	114163803	114164302	500	"*"	501	"*"	3.47	4.32	1.06	3.26	0.00131	0.0294	"Intron (uc001pop.4/7704, intron 3 of 6)"	11	114059593	114250676	191084	1	"7704"	"uc001pop.4"	104210	"ENSG00000109906"	"ZBTB16"	"zinc finger and BTB domain containing 16"
"chr11"	59560637	59561136	500	"*"	501	"*"	6.23	6.64	5.66	0.98	0.00131	0.0295	"Distal Intergenic"	11	59595077	59595158	82	2	"100422880"	"uc021qjy.1"	34022	"ENSG00000264559"	"MIR3162"	"microRNA 3162"
"chr9"	38047636	38048135	500	"*"	501	"*"	4.64	3.55	5.25	-1.71	0.00131	0.0295	"Intron (uc064tcy.1/6461, intron 1 of 11)"	9	37588413	38068687	480275	2	"6461"	"uc064tcy.1"	20552	"ENSG00000107338"	"SHB"	"SH2 domain containing adaptor protein B"
"chr3"	195223346	195223845	500	"*"	501	"*"	3.27	4.17	0.37	3.79	0.00132	0.0295	"Intron (uc003fum.5/152002, intron 2 of 3)"	3	195068279	195271167	202889	2	"152002"	"uc003fum.5"	47322	"ENSG00000173950"	"XXYLT1"	"xyloside xylosyltransferase 1"
"chr19"	43657548	43658047	500	"*"	501	"*"	3.76	1.98	4.54	-2.56	0.00132	0.0295	"Intron (uc002oxd.3/5329, intron 3 of 6)"	19	43646095	43670166	24072	2	"5329"	"uc002oxd.3"	12119	"ENSG00000011422"	"PLAUR"	"plasminogen activator, urokinase receptor"
"chr6"	146914276	146914775	500	"*"	501	"*"	5.15	4.3	5.68	-1.38	0.00133	0.0297	"Promoter (1-2kb)"	6	146841901	146915885	73985	2	"729178"	"uc063scl.1"	1110	NA	"STXBP5-AS1"	"STXBP5 antisense RNA 1"
"chr17"	8146670	8147169	500	"*"	501	"*"	3.75	4.56	1.71	2.85	0.00134	0.0298	"3' UTR"	17	8140472	8152435	11964	2	"5187"	"uc002gkd.4"	5266	"ENSG00000179094"	"PER1"	"period circadian regulator 1"
"chr1"	172746228	172746727	500	"*"	501	"*"	4.75	5.4	3.54	1.86	0.00134	0.0298	"Distal Intergenic"	1	172659144	172666075	6932	1	"356"	"uc001git.4"	87084	"ENSG00000117560"	"FASLG"	"Fas ligand"
"chr3"	55500418	55500917	500	"*"	501	"*"	3.16	4.09	-0.16	4.24	0.00134	0.0299	"Intron (uc062kud.1/uc062kud.1, intron 2 of 3)"	3	55465715	55489945	24231	2	"7474"	"uc062ktw.1"	-10473	"ENSG00000114251"	"WNT5A"	"Wnt family member 5A"
"chr3"	72336965	72337464	500	"*"	501	"*"	3.17	4.1	-0.16	4.25	0.00134	0.0299	"Distal Intergenic"	3	72061061	72279503	218443	2	"285286"	"uc062lmu.1"	-57462	"ENSG00000241163"	"LINC00877"	"long intergenic non-protein coding RNA 877"
"chr8"	38854948	38855447	500	"*"	501	"*"	4.61	5.24	3.47	1.77	0.00135	0.03	"Distal Intergenic"	8	38846469	38848282	1814	1	"6867"	"uc064meg.1"	8479	"ENSG00000147526"	"TACC1"	"transforming acidic coiled-coil containing protein 1"
"chr5"	179826125	179826624	500	"*"	501	"*"	3.05	-0.37	3.98	-4.35	0.00135	0.03	"Intron (uc003mkw.5/8878, intron 5 of 7)"	5	179820759	179838078	17320	1	"8878"	"uc003mkw.5"	5366	"ENSG00000161011"	"SQSTM1"	"sequestosome 1"
"chr8"	118948123	118948622	500	"*"	501	"*"	3.09	-0.37	4.02	-4.4	0.00136	0.0301	"Intron (uc003yon.5/4982, intron 1 of 4)"	8	118923557	118952200	28644	2	"4982"	"uc003yon.5"	3578	"ENSG00000164761"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"chr1"	181096273	181096772	500	"*"	501	"*"	4.88	5.48	3.86	1.61	0.00136	0.0301	"Distal Intergenic"	1	181088712	181092899	4188	1	"51278"	"uc001got.5"	7561	"ENSG00000162783"	"IER5"	"immediate early response 5"
"chr12"	32637848	32638347	500	"*"	501	"*"	3.16	4.09	-0.16	4.24	0.00136	0.0302	"3' UTR"	12	32399529	32640533	241005	1	"121512"	"uc058mof.1"	238319	"ENSG00000139132"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"chr5"	134125086	134125585	500	"*"	501	"*"	4.62	3.51	5.24	-1.72	0.00136	0.0302	"Intron (uc003kyt.4/6932, intron 3 of 9)"	5	134114711	134147997	33287	1	"6932"	"uc003kyt.4"	10375	"ENSG00000081059"	"TCF7"	"transcription factor 7"
"chr12"	76044838	76045337	500	"*"	501	"*"	3.97	4.74	2.19	2.55	0.00137	0.0304	"3' UTR"	12	76036587	76085033	48447	2	"4673"	"uc001sxx.3"	39696	"ENSG00000187109"	"NAP1L1"	"nucleosome assembly protein 1 like 1"
"chr18"	57685064	57685563	500	"*"	501	"*"	3.05	-0.37	3.98	-4.35	0.00137	0.0304	"Exon (uc060pni.1/5205, exon 13 of 27)"	18	57639455	57738044	98590	1	"100505549"	"uc002lgv.1"	45609	"ENSG00000267040"	"LOC100505549"	"uncharacterized LOC100505549"
"chr6"	158112249	158112748	500	"*"	501	"*"	3.71	1.67	4.53	-2.86	0.00138	0.0304	"Intron (uc003qrc.3/84947, intron 16 of 16)"	6	158109515	158168270	58756	2	"84947"	"uc003qrc.3"	55522	"ENSG00000122335"	"SERAC1"	"serine active site containing 1"
"chr13"	30743591	30744090	500	"*"	501	"*"	5.19	5.72	4.35	1.37	0.00138	0.0304	"Exon (uc010tdr.3/241, exon 3 of 6)"	13	30713478	30764425	50948	1	"241"	"uc010tdr.3"	30113	"ENSG00000132965"	"ALOX5AP"	"arachidonate 5-lipoxygenase activating protein"
"chr5"	74638213	74638712	500	"*"	501	"*"	4.43	3.23	5.07	-1.85	0.00138	0.0305	"Promoter (2-3kb)"	5	74627406	74641424	14019	2	"8507"	"uc003kdc.5"	2712	"ENSG00000171617"	"ENC1"	"ectodermal-neural cortex 1"
"chr3"	138187378	138187877	500	"*"	501	"*"	6.98	7.32	6.54	0.78	0.00139	0.0306	"Promoter (<=1kb)"	3	138187517	138296254	108738	1	"25852"	"uc011bmg.4"	0	"ENSG00000114098"	"ARMC8"	"armadillo repeat containing 8"
"chr13"	23777946	23778445	500	"*"	501	"*"	3.98	4.72	2.4	2.32	0.00139	0.0307	"Intron (uc001uox.5/4285, intron 16 of 18)"	13	23730189	23889419	159231	2	"4285"	"uc001uox.5"	110974	"ENSG00000027001"	"MIPEP"	"mitochondrial intermediate peptidase"
"chr5"	142621354	142621853	500	"*"	501	"*"	4.57	3.42	5.2	-1.78	0.0014	0.0308	"Intron (uc063ies.1/101926941, intron 3 of 3)"	5	142404201	142672001	267801	1	"101926941"	"uc063ies.1"	217153	"ENSG00000231185"	"SPRY4-AS1"	"SPRY4 antisense RNA 1"
"chr3"	99248732	99249231	500	"*"	501	"*"	4.07	4.8	2.51	2.29	0.0014	0.0309	"Distal Intergenic"	3	98795941	98901689	105749	2	"131566"	"uc003dtd.4"	-347043	"ENSG00000057019"	"DCBLD2"	"discoidin, CUB and LCCL domain containing 2"
"chr17"	19867619	19868118	500	"*"	501	"*"	6.6	6.96	6.11	0.85	0.00141	0.031	"Promoter (<=1kb)"	17	19770830	19867936	97107	2	"9706"	"uc002gwm.5"	0	"ENSG00000083290"	"ULK2"	"unc-51 like autophagy activating kinase 2"
"chr22"	24592876	24593375	500	"*"	501	"*"	5.9	6.36	5.22	1.14	0.00141	0.031	"Promoter (<=1kb)"	22	24585620	24593063	7444	2	"388886"	"uc003aaq.3"	0	"ENSG00000178026"	"LRRC75B"	"leucine rich repeat containing 75B"
"chr7"	107920540	107921039	500	"*"	501	"*"	3.73	4.51	1.84	2.67	0.00141	0.031	"3' UTR"	7	107890970	107921203	30234	1	"1738"	"uc003vet.5"	29570	"ENSG00000091140"	"DLD"	"dihydrolipoamide dehydrogenase"
"chr9"	693556	694055	500	"*"	501	"*"	5.89	6.32	5.26	1.06	0.00142	0.0311	"Intron (uc003zgl.3/23189, intron 6 of 15)"	9	470291	746105	275815	1	"23189"	"uc003zgl.3"	223265	"ENSG00000107104"	"KANK1"	"KN motif and ankyrin repeat domains 1"
"chr13"	30421867	30422366	500	"*"	501	"*"	6.37	6.77	5.81	0.96	0.00142	0.0311	"Promoter (<=1kb)"	13	30419519	30422237	2719	2	"103724387"	"uc058wdw.1"	0	"ENSG00000225039"	"LINC01058"	"long intergenic non-protein coding RNA 1058"
"chr17"	64649987	64650486	500	"*"	501	"*"	3.97	2.37	4.71	-2.35	0.00142	0.0311	"Intron (uc060ixq.1/64750, intron 1 of 18)"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	11411	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr11"	65370699	65371198	500	"*"	501	"*"	3.14	0.27	4.04	-3.77	0.00143	0.0313	"Intron (uc058div.1/uc058div.1, intron 2 of 2)"	11	65375192	65378025	2834	2	"283130"	"uc058diw.1"	6827	"ENSG00000162241"	"SLC25A45"	"solute carrier family 25 member 45"
"chr1"	27568201	27568700	500	"*"	501	"*"	5.18	5.73	4.28	1.44	0.00143	0.0313	"Intron (uc057dvu.1/27245, intron 1 of 5)"	1	27534035	27603591	69557	2	"27245"	"uc057dvu.1"	34891	"ENSG00000126705"	"AHDC1"	"AT-hook DNA binding motif containing 1"
"chr6"	109455719	109456218	500	"*"	501	"*"	6.93	7.27	6.47	0.8	0.00144	0.0314	"Promoter (<=1kb)"	6	109444062	109455742	11681	2	"64780"	"uc010kdr.4"	0	"ENSG00000135596"	"MICAL1"	"microtubule associated monooxygenase, calponin and LIM domain containing 1"
"chr7"	75994448	75994947	500	"*"	501	"*"	6.55	6.93	6.02	0.91	0.00144	0.0314	"Promoter (<=1kb)"	7	75986837	75994659	7823	2	"83862"	"uc032ztu.2"	0	"ENSG00000189077"	"TMEM120A"	"transmembrane protein 120A"
"chr15"	89814572	89815071	500	"*"	501	"*"	7.41	7.72	7.02	0.69	0.00144	0.0314	"Promoter (<=1kb)"	15	89784889	89814862	29974	2	"290"	"uc002bop.5"	0	"ENSG00000166825"	"ANPEP"	"alanyl aminopeptidase, membrane"
"chr11"	127000432	127000931	500	"*"	501	"*"	4.6	3.47	5.23	-1.76	0.00144	0.0314	"Promoter (<=1kb)"	11	126423359	127000759	577401	2	"84623"	"uc001qea.4"	0	"ENSG00000149571"	"KIRREL3"	"kirre like nephrin family adhesion molecule 3"
"chr20"	62065813	62066312	500	"*"	501	"*"	6.31	6.74	5.69	1.04	0.00145	0.0314	"Promoter (<=1kb)"	20	61974798	62065810	91013	2	"6874"	"uc002ybs.3"	-3	"ENSG00000130699"	"TAF4"	"TATA-box binding protein associated factor 4"
"chr16"	20906513	20907012	500	"*"	501	"*"	4.71	5.33	3.6	1.73	0.00145	0.0315	"Intron (uc059rtp.1/57149, intron 2 of 4)"	16	20899902	20924263	24362	1	"57149"	"uc059rtp.1"	6611	"ENSG00000102897"	"LYRM1"	"LYR motif containing 1"
"chr1"	20485668	20486167	500	"*"	501	"*"	7.52	7.83	7.14	0.69	0.00145	0.0315	"Promoter (<=1kb)"	1	20482391	20486220	3830	2	"55450"	"uc001bdh.4"	53	"ENSG00000162545"	"CAMK2N1"	"calcium/calmodulin dependent protein kinase II inhibitor 1"
"chr15"	70856769	70857268	500	"*"	501	"*"	4.56	3.45	5.18	-1.74	0.00146	0.0316	"Intron (uc002asu.5/54839, intron 1 of 16)"	15	70853239	71053657	200419	1	"54839"	"uc002asu.5"	3530	"ENSG00000137821"	"LRRC49"	"leucine rich repeat containing 49"
"chr2"	74567818	74568317	500	"*"	501	"*"	3.87	2.13	4.64	-2.51	0.00147	0.0318	"Intron (uc002smy.3/130951, intron 7 of 10)"	2	74557883	74648037	90155	2	"130951"	"uc002smy.3"	79720	"ENSG00000159374"	"M1AP"	"meiosis 1 associated protein"
"chr16"	55508860	55509359	500	"*"	501	"*"	6.27	5.71	6.68	-0.97	0.00147	0.0318	"Promoter (<=1kb)"	16	55508998	55586670	77673	1	"54947"	"uc002eie.5"	0	"ENSG00000087253"	"LPCAT2"	"lysophosphatidylcholine acyltransferase 2"
"chr4"	137649993	137650492	500	"*"	501	"*"	4.9	5.51	3.84	1.66	0.00147	0.0318	"Intron (uc062zqd.1/uc062zqd.1, intron 2 of 3)"	4	137521373	137532494	11122	2	"54510"	"uc062zpy.1"	-117499	"ENSG00000189184"	"PCDH18"	"protocadherin 18"
"chr19"	43186121	43186620	500	"*"	501	"*"	4.76	3.75	5.34	-1.59	0.00147	0.0318	"Promoter (<=1kb)"	19	43166256	43186536	20281	2	"5673"	"uc060zjy.1"	0	"ENSG00000204941"	"PSG5"	"pregnancy specific beta-1-glycoprotein 5"
"chr5"	95757051	95757550	500	"*"	501	"*"	3.8	4.57	2	2.58	0.00148	0.032	"Intron (uc003klm.4/22836, intron 6 of 11)"	5	95731175	95796367	65193	1	"22836"	"uc003klm.4"	25876	"ENSG00000164292"	"RHOBTB3"	"Rho related BTB domain containing 3"
"chr19"	44645445	44645944	500	"*"	501	"*"	3.91	2.08	4.7	-2.62	0.00148	0.032	"Promoter (1-2kb)"	19	44643798	44663583	19786	1	"5817"	"uc032hzv.2"	1647	"ENSG00000073008"	"PVR"	"poliovirus receptor"
"chr15"	91853274	91853773	500	"*"	501	"*"	6.34	6.72	5.81	0.92	0.00148	0.032	"Promoter (<=1kb)"	15	91853695	92165903	312209	1	"28232"	"uc002bqx.3"	0	"ENSG00000176463"	"SLCO3A1"	"solute carrier organic anion transporter family member 3A1"
"chr11"	93816142	93816641	500	"*"	501	"*"	3.12	0.16	4.02	-3.86	0.00148	0.032	"Downstream (1-2kb)"	11	93818807	93820759	1953	2	"387804"	"uc058gop.1"	4118	"ENSG00000214376"	"VSTM5"	"V-set and transmembrane domain containing 5"
"chr19"	2036901	2037400	500	"*"	501	"*"	4.1	4.81	2.63	2.18	0.00149	0.032	"Promoter (2-3kb)"	19	1993101	2034881	41781	2	"55643"	"uc060rgz.1"	-2020	"ENSG00000133243"	"BTBD2"	"BTB domain containing 2"
"chr5"	132479594	132480093	500	"*"	501	"*"	3.5	1.32	4.33	-3.02	0.00149	0.032	"Downstream (1-2kb)"	5	132483085	132489032	5948	2	"3659"	"uc063gux.1"	8939	"ENSG00000125347"	"IRF1"	"interferon regulatory factor 1"
"chr6"	127366141	127366640	500	"*"	501	"*"	3.79	2.01	4.56	-2.55	0.00149	0.032	"Distal Intergenic"	6	127288710	127343609	54900	2	"55862"	"uc003qaz.5"	-22532	"ENSG00000093144"	"ECHDC1"	"ethylmalonyl-CoA decarboxylase 1"
"chr13"	101452451	101452950	500	"*"	501	"*"	6.5	6.86	6.01	0.85	0.00149	0.032	"Promoter (<=1kb)"	13	101452593	101716443	263851	1	"9358"	"uc010agb.5"	0	"ENSG00000198542"	"ITGBL1"	"integrin subunit beta like 1"
"chr1"	234478204	234478703	500	"*"	501	"*"	6	6.46	5.33	1.13	0.00149	0.032	"Promoter (<=1kb)"	1	234391313	234479103	87791	2	"6894"	"uc001hwd.3"	400	"ENSG00000059588"	"TARBP1"	"TAR (HIV-1) RNA binding protein 1"
"chr20"	47358309	47358808	500	"*"	501	"*"	5.69	6.15	4.99	1.16	0.0015	0.0321	"Promoter (1-2kb)"	20	47209214	47356889	147676	2	"23613"	"uc061xnr.1"	-1420	"ENSG00000101040"	"ZMYND8"	"zinc finger MYND-type containing 8"
"chr19"	45478232	45478731	500	"*"	501	"*"	5.76	5.12	6.2	-1.08	0.0015	0.0322	"Promoter (<=1kb)"	19	45407334	45478828	71495	2	"2067"	"uc002pbu.3"	97	"ENSG00000012061"	"ERCC1"	"ERCC excision repair 1, endonuclease non-catalytic subunit"
"chr13"	83295632	83296131	500	"*"	501	"*"	3.44	4.3	1.06	3.23	0.00151	0.0324	"Distal Intergenic"	13	83877205	83882393	5189	2	"114798"	"uc001vlk.4"	586262	"ENSG00000178235"	"SLITRK1"	"SLIT and NTRK like family member 1"
"chr12"	32457215	32457714	500	"*"	501	"*"	4.15	4.86	2.7	2.16	0.00151	0.0324	"Intron (uc058mof.1/121512, intron 1 of 16)"	12	32399529	32640533	241005	1	"121512"	"uc058mof.1"	57686	"ENSG00000139132"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"chr9"	94030623	94031122	500	"*"	501	"*"	7.5	7.79	7.15	0.63	0.00153	0.0327	"Promoter (<=1kb)"	9	94030794	94109856	79063	1	"138639"	"uc004auf.2"	0	"ENSG00000158079"	"PTPDC1"	"protein tyrosine phosphatase domain containing 1"
"chr2"	44170183	44170682	500	"*"	501	"*"	4.43	5.09	3.16	1.93	0.00153	0.0327	"Promoter (2-3kb)"	2	44167969	44218537	50569	1	"5495"	"uc061isf.1"	2214	"ENSG00000138032"	"PPM1B"	"protein phosphatase, Mg2+/Mn2+ dependent 1B"
"chr2"	120935110	120935609	500	"*"	501	"*"	4.13	2.67	4.84	-2.17	0.00153	0.0327	"Intron (uc061nkn.1/2736, intron 3 of 3)"	2	120735623	120951466	215844	1	"2736"	"uc061nkn.1"	199487	"ENSG00000074047"	"GLI2"	"GLI family zinc finger 2"
"chr19"	15293979	15294478	500	"*"	501	"*"	4.13	4.87	2.53	2.33	0.00154	0.0328	"Intron (uc002nat.4/23476, intron 1 of 11)"	19	15252992	15332545	79554	2	"23476"	"uc002nat.4"	38067	"ENSG00000141867"	"BRD4"	"bromodomain containing 4"
"chr6"	158811353	158811852	500	"*"	501	"*"	3.44	4.3	1.06	3.23	0.00154	0.0328	"Intron (uc003qrt.5/7430, intron 1 of 12)"	6	158765741	158818227	52487	2	"7430"	"uc003qrt.5"	6375	"ENSG00000092820"	"EZR"	"ezrin"
"chr4"	7842496	7842995	500	"*"	501	"*"	5.87	5.22	6.32	-1.1	0.00154	0.0328	"Exon (uc062uzw.1/60312, exon 2 of 2)"	4	7758714	7872313	113600	2	"60312"	"uc062uzp.1"	29318	"ENSG00000196526"	"AFAP1"	"actin filament associated protein 1"
"chr12"	32537208	32537707	500	"*"	501	"*"	3.14	4.07	-0.16	4.22	0.00155	0.0329	"Intron (uc058mof.1/121512, intron 1 of 16)"	12	32399529	32640533	241005	1	"121512"	"uc058mof.1"	137679	"ENSG00000139132"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"chr10"	60943919	60944418	500	"*"	501	"*"	7.31	7.62	6.91	0.71	0.00155	0.033	"Promoter (<=1kb)"	10	60869438	60944247	74810	2	"9886"	"uc001jlh.4"	0	"ENSG00000072422"	"RHOBTB1"	"Rho related BTB domain containing 1"
"chr6"	36858577	36859076	500	"*"	501	"*"	4.38	3.13	5.04	-1.91	0.00156	0.0332	"Promoter (<=1kb)"	6	36854827	36858635	3809	2	"51645"	"uc063oey.1"	0	"ENSG00000137168"	"PPIL1"	"peptidylprolyl isomerase like 1"
"chr1"	116400481	116400980	500	"*"	501	"*"	3.64	4.46	1.53	2.93	0.00156	0.0332	"Exon (uc001ege.5/476, exon 19 of 23)"	1	116373260	116404774	31515	1	"476"	"uc001ege.5"	27221	"ENSG00000163399"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"chr15"	75738598	75739097	500	"*"	501	"*"	3.82	4.58	2.07	2.52	0.00157	0.0332	"Promoter (<=1kb)"	15	75727670	75738623	10954	2	"100128285"	"uc002bay.1"	0	NA	"DNM1P35"	"dynamin 1 pseudogene 35"
"chr21"	26845130	26845629	500	"*"	501	"*"	8.3	8.55	8.01	0.54	0.00157	0.0332	"Promoter (<=1kb)"	21	26835747	26845409	9663	2	"9510"	"uc002ymf.4"	0	"ENSG00000154734"	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"
"chr18"	57668948	57669447	500	"*"	501	"*"	3.38	1.04	4.23	-3.18	0.00157	0.0333	"Exon (uc060png.1/100505549, exon 3 of 3)"	18	57630350	57669296	38947	1	"100505549"	"uc060png.1"	38598	"ENSG00000267040"	"LOC100505549"	"uncharacterized LOC100505549"
